,U0,U0,U1,U1,G_{1/2},G_{1/2}
3540,1.943868342598024,4.459098334891608,1.9481200376513592,4.594980843797185,0.38059157660535625,-1.2979136143051342
3630,1.8972369807437304,4.2367347246310905,2.0106319480045047,4.127526512312435,0.6716356388934983,-2.147472438525025
3780,2.0185587618295306,3.418018371127871,2.128324595587066,3.268350653268844,-0.08198727306538567,-0.21191202464777348
4230,1.9227410538335044,2.495115323133973,1.916514111290859,2.5681809263976767,-0.07714108005708642,0.009117429815020728
4320,2.0664002504140053,3.4548841881662558,1.9307224654328938,2.7515249916044104,0.18524750598501427,1.517411070529164
30,1.7123924318501764,0.7483857343079603,1.831169957359184,0.7174836511777387,0.2579535870234927,-1.7259141331037995
60,1.7238690932071763,0.549794680906103,1.8360173177890085,0.45228974946050216,0.28124280545591757,-1.6918099965839168
300,2.1117520914499823,0.10017577567471912,2.0307298764088606,-0.40878228594775345,0.11472380444753805,0.571609392644465
420,2.467260987259286,1.8519517202274558,2.299922103813907,1.18261887289903,0.14850711927053073,2.5187111395526784
450,2.521263776963284,2.2744682769351634,2.380936212151886,1.7910828648224653,0.08923605132920298,2.483027728716266
600,2.4693848345552687,2.8660560057237916,2.4402047550934163,3.171076684393117,-0.28294850635272883,0.6053878082532762
690,2.3291127696317178,2.6435720778644503,2.317114767211029,3.0462870236508013,-0.3293470793115887,0.19546086193014034
1110,1.7590246728525516,1.6745510484282435,1.745883342510715,1.8917916318712658,-0.1891478800797819,0.1794813196267242
1230,1.7334230989058768,1.950563051175453,1.6705282059130022,1.8730728304977786,-0.08890894466241028,0.5074547697767091
1620,1.755078216885087,2.963457432519073,1.7661104222581558,3.119396284826499,0.5130016926504593,-1.872840157019258
1830,1.9970775295226844,1.2271521339288007,2.059277890834322,1.2221741033951936,-0.10193827585738768,-0.06273995011108369
2100,1.8590847601482032,0.6802620867062066,1.8624610390175964,0.8524205582328632,-0.12705999480589314,0.17125994494556096
2220,2.1756667350660197,2.6682917881473487,1.849216873348401,1.0876267710981358,0.46346684424481843,3.102596161724282
2550,2.0331903475767996,2.6277018193860435,2.0346530934441662,2.8073702754673113,-0.13274980387705781,-0.06033150112385144
3240,2.2318485144337217,1.978028360837599,2.21149565522721,2.037656343098506,-0.06973293795682345,0.4272875271500709
3540,2.0545308340753095,1.7372756742367674,2.0532591031244953,1.883697567071115,-0.11320047371878839,0.09244102086118033
3570,2.0370184590927027,1.7101541212888745,2.0358718293144413,1.8550634268182113,-0.11182050049427006,0.0909891025811227
3720,1.9525778466503745,1.580024675633928,1.951815327341622,1.7162434850579036,-0.10448641265796166,0.08698987572118355
180,1.9974863629918627,3.7311213743705167,1.9511161783503266,3.725195623967612,-0.0610970884855373,0.5221689749818843
510,1.9966443879223328,4.425858804887819,1.9803832120086213,4.436406076098588,-0.015747530802998178,0.15610789433111094
960,1.753327612260745,3.044909040785562,1.7903686283820612,3.190987573375128,-0.027205359456577316,-0.5600148179285753
1050,1.7031977675685106,2.692361084751566,1.7428755808681737,2.817201392627679,-0.008532432710575133,-0.5404929879792952
1410,1.6042728934048833,1.6273589361966097,1.6450913358906094,1.623349603396359,0.11202504028172444,-0.5812606852835138
1440,1.6061741052807517,1.5674152395894028,1.6476067535040184,1.5414738628712437,0.14107568982754093,-0.6439286434040241
1500,1.6198829360680944,1.468885906475767,1.6641493906634235,1.3751493438308775,0.23642588743538884,-0.8874368024130117
1800,2.3620717815234724,2.5759675609852755,2.3665313104200933,2.2577009921503257,0.14279811774781148,0.30392345598822246
1860,2.4241557458080187,2.621674023818514,2.415210638587928,2.464797902342207,0.04797364107852875,0.3442578500923119
2160,2.439573217186493,2.952603890819912,2.429689005003578,3.0588738966025493,-0.10114618296131273,0.2069412810347444
2490,2.2282487322961613,2.520895471737879,2.2278590366621893,2.694892491522737,-0.13358716945510984,0.020848357059694678
2580,2.1655631915259317,2.3786000527138245,2.1657363808031938,2.550157494731419,-0.13045619319981494,0.018139747539759554
3090,1.8525126494292192,1.721642356576689,1.852765297101459,1.8533655500319033,-0.0992758602171191,0.04555001476597198
3210,1.7920950769330013,1.611698391997204,1.7919119641175187,1.7323845237033706,-0.09163712253032896,0.05280569376530053
3480,1.8123793678659603,2.141498850317763,1.6845145519607159,1.5742493167461258,0.0029961832943823374,0.4581377726936253
3540,2.0815123481936664,3.8044238896632994,1.8910554006201705,2.785117068529055,0.6385105734506498,4.30651159678591
3570,2.1002054749420753,3.9666896840246566,2.034282528791745,3.68127681735341,0.17862647072891713,1.6608311236277302
3810,2.0521243596835745,3.9769961697854748,2.046887414418642,4.063714267161235,-0.07389014050930154,-0.025145972956874374
3840,2.0408779882801475,3.9417118453549436,2.036680853934922,4.033149859891788,-0.07583852200672636,-0.04493170710335903
3990,1.980404422028867,3.7315184233887537,1.9794266436232584,3.8331462594153174,-0.0782178921438943,-0.09485590116372578
150,1.6715803585214652,3.672325493850664,1.6389168518861266,3.3938611839295434,0.17018981939180478,0.5795901410378512
180,1.7034317668252006,3.8616490861407438,1.671084997339061,3.5656033957031243,0.18617292594708879,0.6331988458586224
300,1.8367440304525269,4.662290205018121,1.8155083996094215,4.350355343979623,0.23252209805633317,0.7187177509167917
330,1.8678091930743688,4.8474072694590955,1.852199262558881,4.549259850351342,0.23683831732958804,0.6811667866269531
360,1.896431822137675,5.014743388936026,1.887481725296965,4.737322472555539,0.2377990478634988,0.6131143939084325
510,1.9889137928443348,5.45177595273816,2.0212768895751796,5.325895041397182,0.21627938743914843,-0.06943699914268109
900,2.031561569715818,4.076792939872155,2.159327175278756,3.965583013811181,0.3103651319553373,-1.5649365416668388
1230,2.153681404433464,1.9913398541867382,2.2065049709065274,2.035485099758729,0.008640049821513784,-0.5994366880845021
1350,2.130538139178275,1.5375906945243019,2.1606682291380452,1.641090219727762,-0.05307570144879459,-0.2776944441805824
1470,2.0851010587933376,1.2506923312738423,2.1013617666163222,1.3782138960164199,-0.08367952974571091,-0.07027912671276937
1680,1.9942738086488463,1.0227122871512027,1.9943666630536445,1.1410341344280837,-0.09703547328444384,0.13917553114984216
1860,1.9473076427675418,1.1132766131523923,1.9258953459262955,1.1472841432076084,-0.07554699970617595,0.3099479959285958
1950,2.050292048265472,1.830153071646663,1.9299159497154432,1.3486834301469215,0.03062031806031995,0.856479638908052
2250,2.3645453831595002,4.344423132343083,2.3533287195905994,4.466460812867474,-0.11146134671750474,0.07293191463768522
2280,2.3494085635297544,4.308125450516196,2.340037376278682,4.441141518329413,-0.11723905775785681,0.027314652997702638
2460,2.246642813386164,4.003156110157436,2.242881282752856,4.162033171512456,-0.12833010179718407,-0.08866895218594806
2490,2.2286956625187426,3.94573828382335,2.2254096577802214,4.10551307149185,-0.12821975168766375,-0.0949515205880509
2640,2.1392687620903645,3.6558579743468975,2.137511200318609,3.8139480869847127,-0.1242651871494691,-0.10407430400233508
2850,2.019737494330376,3.272557775341602,2.018856250668542,3.4199079936860297,-0.11438749588540942,-0.08874870844277893
3000,1.9405176838715406,3.02716645793859,1.9398254779865949,3.1646916181729865,-0.10645352795042218,-0.07194526402771118
3120,1.8812788094978918,2.849918588013452,1.8805767129303677,2.979150015246686,-0.1000773640612973,-0.05797347837876998
3330,1.7867782679012496,2.580991991024978,1.7857644061527882,2.6953057122070296,-0.08919274369021091,-0.034208804795095915
3420,1.7499489995469197,2.4819145178068296,1.7486666875756864,2.5896063044782713,-0.08462820911633395,-0.024227119990520407
3510,1.7154448087966419,2.3929647249636647,1.7137726840209027,2.493692275970633,-0.08005510890766399,-0.013988984383555447
3660,1.6639072544928517,2.2710491915426245,1.6609609181421323,2.357543270642616,-0.0719429187555849,0.0061446036710322005
3810,2.0582857488887614,4.864490723062735,1.83416119542817,3.5357704198847437,0.8653005222130941,5.945363404230321
3870,2.0678403064160054,4.990273943465151,2.0524674792320634,5.011833105929559,0.004247016732175091,0.48920936369455603
3930,2.0477957954463295,4.91097454443525,2.0429288030629116,5.002470840463143,-0.07702521372467075,-0.09939475205736414
4200,1.9463381812746865,4.469002914443714,1.9450574935751614,4.5707914956047375,-0.08029368349191035,-0.15765317581523774
90,1.7871220395745402,2.1663206061859865,1.8921607226154125,2.031965708389597,0.2986020694519489,-1.5688529897184793
120,1.8171693786822773,2.07863497865369,1.9092388227674726,1.827348859348473,0.33018099211994856,-1.378756100333117
240,2.049426122798454,2.0961598867020763,2.0697074445606405,1.6141145223218114,0.25659340865950453,-0.06535596391963594
480,2.1064210221298594,1.7266362515449079,2.1094298489608763,2.0224147352665507,-0.24553546575711938,0.21489892411428002
780,2.019619500124237,2.5530149480997517,1.8594111521824328,1.889174412857887,0.1608961338995647,1.41195461657043
840,2.14339594844075,3.470607629927701,2.042355381134403,3.0152478128648066,0.3253050948025118,1.9227747359451115
1260,1.9504854391677933,1.4134258640924164,1.9764418053779331,1.627396024493522,-0.15357035564392674,-0.09643805271472061
1470,1.995511296545965,2.100306806603453,1.8225738135698606,1.3923097281346175,0.06392555846756909,1.243240585606621
1500,2.0939399994477013,2.740500451644861,1.8936245073816638,1.8481898303849846,0.3742336150866621,2.9940991304244484
1530,2.118142566027739,2.9712351090131635,2.011292185506258,2.5839517435526873,0.22057455719102093,2.291558898257602
2010,1.9362826551589967,2.1669012808047365,2.097394228511552,1.4184303461542938,0.18558649358805068,-0.44201525020371335
2040,2.049018721728858,1.9795551614630646,2.1242392327329194,1.4174862783417175,0.03322340029525317,0.4370151194039451
2070,2.141200197697335,1.8366065798055542,2.1413284523886023,1.5326419048852793,-0.007781524078673163,0.7577206243039747
2160,2.181272278338386,1.8136591020841277,2.16063254678562,1.9010539724944164,-0.10510047191008054,0.45343313023182574
2190,2.165044108610815,1.8111112663070346,2.1505482312324897,1.9432680487629588,-0.12628345479280112,0.33871291474915566
2460,1.980705777458981,1.6481200997107643,1.9687443316582902,1.7827638455579498,-0.1334964027199641,0.18741441096986833
2670,2.104095130224779,2.905782863316311,2.09574635773593,3.06028453652283,-0.1238293954101426,0.11766845159291961
2700,2.082121550504698,2.8529241069016367,2.0780655624400293,3.0291181501392597,-0.13833796641493468,0.015588688251497729
2850,1.9722668706657605,2.572911291133526,1.971611365157697,2.7483301868896484,-0.13408233150610904,-0.03192264403505973
2970,1.8903729215703469,2.365870955064533,1.8903679198034042,2.5287123816903403,-0.12178095305673242,-0.028612809801714434
3150,1.7820645279334535,2.0954314082798033,1.8063884110529331,2.16175718673076,0.346193430299206,-1.4152072345033453
3210,1.7715570263182336,2.0214255673976242,1.8654105135128125,1.7940691168374103,0.4302947617816084,-1.6784196832212928
3480,2.0855641118710255,2.2595208288077067,2.0858190487378323,2.3938891132937523,-0.10280022882906215,0.025731349678196125
3660,1.993302266680778,2.068082290386005,1.9917960575183262,2.182707423443908,-0.08842552638827161,0.03083024457482253
3780,1.9610746889832589,2.0837149479786228,1.9476551525654011,2.1129849431127434,-0.04058435544305672,0.10565858446476994
3930,1.982785010096092,2.3663387752049507,1.9784554834258434,2.3107156980746195,0.10821576202883598,-0.1270819994825345
3960,1.9826209790271108,2.3673575813913685,1.9913597288132174,2.322693807576285,0.11825794799992373,-0.29398812092105686
90,1.7460510894347232,2.982590659245508,1.758517101811952,2.8766595575411755,0.143489863459886,-0.41927139052817
180,1.8782124098976365,3.6338664988808826,1.8491681172319183,3.102350900934819,0.37341993605191703,0.4580028849007185
360,2.114524032547138,4.415308858131128,2.195178351234322,4.356583095316122,0.1757321851388589,-0.6354119636570275
390,2.1079748877994517,4.197408396222786,2.201099381377909,4.244266381644526,0.08752375703337467,-0.9534836953128867
420,2.0955192945273504,3.9394643617612175,2.193046747071652,4.059051531347567,0.015111391292859544,-1.1054382983126985
660,1.9643244828774133,2.4282308864787603,1.9687752732337729,2.5603069905794067,-0.15847121371501105,-0.03753193039067426
1290,1.834652319084047,3.1144324200315903,1.796101546084759,3.069449637595109,-0.06264883432987389,0.1203579312337979
1320,1.8837437529024357,3.469226392634134,1.7979628331305109,3.1213229082859404,0.04645030985407983,0.6526585424927305
1410,2.021585564386484,4.498839015337964,1.9715704521568256,4.285511253519134,0.2303137271896709,1.1859959009198349
1440,2.0143458839286694,4.489729467198822,2.003494001763899,4.4956260737673395,0.14268941065277385,0.12865600605385907
1560,1.9410913686110505,4.06933992941758,2.0070775053653462,4.143967574765425,0.300901394850551,-1.441442940928468
1590,1.9255619968593578,3.934601079483574,2.0159404785642137,3.9535254479763973,0.3132574330735953,-1.5191376638532503
1830,1.9798834586279317,2.701507732261175,1.9966003108962085,2.745336097048277,-0.08986063376077702,-0.1136018503532874
2430,1.917151090455735,3.1260919425262457,1.8880168230290213,3.119393547811384,-0.08528219397415127,0.13365456046664548
2490,2.0032446801369033,3.7582849268045146,1.9065837985215266,3.3281229329479616,0.11259027269687438,1.3082821261700062
2520,2.040679173592898,4.047085439271739,1.954038325147295,3.668126653309623,0.1702653083970267,1.6901439485437777
2610,2.028283019994115,4.1109817697222,2.0203440626257207,4.2246177897758646,-0.0811748329128621,0.03755877997530632
2790,1.9193429958258126,3.667755868894936,1.92616287944178,3.8165090719207004,-0.008908772433279033,-0.46259114543276425
2940,1.8526399378323213,3.332188607750537,1.922314442317865,3.2701742750372116,0.3045709347660397,-1.1941099265679256
3060,2.021078578825238,3.6847833828895142,2.025070221043298,3.1016609258327197,0.19481106068827803,0.833151207165578
3210,2.1240263816460465,3.6759731362725496,2.1303122370055,3.7858849567013007,-0.0916671790412602,-0.06541699344710139
3240,2.1111813959545214,3.6048464926368204,2.116466225713281,3.7370771589329097,-0.10391707595507205,-0.11782015283186809
3480,1.985017647035698,3.1304492410016103,1.9847379386535515,3.2615400085551642,-0.10446972727611747,-0.08594024746536277
3780,2.0370452416207523,3.8607165959551155,2.033095242051617,3.9705249726479446,-0.08472032797454476,-0.029131220558433313
3840,2.007794473802782,3.7527129535951183,2.007502311939857,3.881835671564322,-0.09755424913765154,-0.12547965282550422
3900,1.9780086512794366,3.640589236749115,1.9786139191815086,3.770746671990347,-0.0970769340950497,-0.13992516948744083
4020,1.9215651006613623,3.432791413687604,1.9220708579915737,3.5503614597591793,-0.08141747493857965,-0.141930994018999
4110,1.8963973550075588,3.3760535095591844,1.8883551204104199,3.41770579613577,-0.005188062534552618,-0.15515504906668198
4140,1.902955045279448,3.445582992041972,1.8846294444932168,3.4031802967330074,0.0653697511634963,-0.11937511668109124
180,1.8447068331913166,3.219328199356191,1.7904313542105215,3.2842014120390965,0.11912360631058583,-0.060486651662142066
210,1.8263635539700602,3.2725717810691837,1.7979790744567374,3.320003252367293,0.25126125825297674,-0.5015763416438332
300,1.7858942926290302,3.220475132654943,1.8810142193875885,3.060807570810333,0.8419135878577553,-2.686299733273284
420,1.9748129498548932,2.5345136210944608,2.1718205812329168,1.890632408889342,0.13146525744647386,-0.5742824580915133
540,2.2013044398989767,1.9661622526089222,2.15188492855473,2.040198871457502,-0.23356380123976628,1.0798805623734538
570,2.194849666142206,2.0574514696798243,2.13520386788413,2.1732965080800937,-0.2436668700409692,1.1114867335664371
600,2.17912002274004,2.154275148545265,2.1173998076457012,2.3069509544408513,-0.25193329629575745,1.0667020462025434
630,2.15660393238228,2.2383256059468266,2.097332864299073,2.4260118874506293,-0.2606417419125404,0.9684472438243006
750,2.039361031051152,2.4395226999194266,1.9919646749026605,2.6707721403364797,-0.2601221821099866,0.5860777082042148
810,1.9865913175271925,2.5290941826227518,1.9387642447959221,2.72415454976918,-0.232368579444155,0.5283600305925944
960,1.9112327332515708,2.9037842999008494,1.8575806524158773,2.9714189010579783,-0.1142682999449125,0.49786152139013495
990,1.9015039749148899,2.9815816242329056,1.8511218007205341,3.045273182559743,-0.007299211146993834,0.22512566468863682
1020,1.8901740562855935,3.0409948071787825,1.8471462610583655,3.1092045822476697,0.2646159857737338,-0.5687555461494362
1170,1.9164889272891656,2.8051146005371583,2.1392506037604124,2.1605655776580535,0.08227791935776407,-0.45936436766755406
1320,2.1180953844104264,2.127944121421491,2.0785924515517133,2.225779405962258,-0.16215100654811554,0.6124508035650145
1350,2.109025294407696,2.2109324550499916,2.0654399063236535,2.2948682707110613,-0.1523672819918831,0.6431544412925589
1650,1.9595785977584885,2.6284867450695084,1.9314437526641193,2.750836880255217,-0.14482155522071416,0.3059603290857069
1710,1.935492521932451,2.699702713147307,1.903719271773116,2.7866154528718945,-0.11410415181413702,0.30662340447208436
1950,1.9788260931292438,2.696842960551436,2.1038491141002655,2.3308084239403395,0.02858752102408957,-0.16705405181825483
2010,2.0758773829403947,2.3149985306610623,2.095738310712668,2.3005470476517416,-0.12117522204397924,0.28644647068852436
2040,2.088514704228568,2.2399711434901826,2.081684105746812,2.311632677437821,-0.13141235403167562,0.32086749748100374
2220,2.0456797385624537,2.4624168587670567,2.013340596831537,2.511759408842677,-0.09801186952415897,0.4422190506473882
2370,1.9974350865059725,2.637063759756761,1.9758769272171812,2.7316663858020584,-0.10924540741516209,0.2735523183357458
2430,1.971818597596235,2.655451792982528,1.9525677550124467,2.755523114843729,-0.10782181708703042,0.21326760969722613
2580,1.9265031310107592,2.7624784212133413,1.9190218130534955,2.7615780880663774,0.2637723143432016,-0.761877462427357
2790,2.0638242367531023,2.4158233590637574,2.073874246254604,2.4078704683085728,-0.0817579091612739,0.2255148986896991
2820,2.0698204801146094,2.369626989533339,2.065057535701257,2.420781840835342,-0.09577617522655046,0.23976147560641436
3000,2.0258925957536498,2.4604458311392823,2.003338496549332,2.5130219414747845,-0.08434023527411805,0.2953657150126503
3150,1.997666280841851,2.6489461996018004,1.9771208203988189,2.7027819980564005,-0.07530495397614034,0.27011014797934507
3420,1.943957278076519,2.7197388097572026,1.992288624009434,2.554797164311635,0.2530163899509983,-0.774998140551336
3540,2.0378342689774747,2.5087794077239014,2.0560512735451293,2.4269646215973366,-0.028124238240579746,0.16149426915441012
3570,2.052160716944205,2.4658148733617886,2.055022446141441,2.4476385015390183,-0.05313383406304162,0.21274955766399373
3840,2.0057377168889703,2.5333647475312224,1.9877611522385537,2.576119757288299,-0.06737161145573722,0.2288469713369139
120,2.0569058171802794,3.766608945770379,2.142430182816691,4.632634433476855,-0.43772657399054626,-2.079002505828498
180,1.8732730442839303,2.824761735838115,1.9657275842536142,3.6102819672696604,-0.39499229583205153,-2.017095713611994
210,1.8002909008164594,2.4831608517505757,1.8844662969726576,3.1557688915081177,-0.3198424083961693,-1.714605078881398
630,1.971420917756502,2.9805487169816898,2.0742005003052846,3.334243159228691,-0.18171235728892787,-1.3154825987690124
990,2.1007822079646425,3.768637014381704,2.12877238018825,4.165992857013957,-0.2523285150999155,-0.7477138481808439
1020,2.0576104203055396,3.5584464925894985,2.08640265176288,3.955830020385743,-0.25158725325078546,-0.7496547978673611
1170,1.8626898643636893,2.6929511365802674,1.8882094542216035,3.015129656347993,-0.18365747695458712,-0.5464366989495559
1200,1.8320045611957032,2.5726181557358303,1.8544053416388886,2.860376650370732,-0.1603748408423078,-0.5114040466254579
1230,1.8184319564404667,2.54698083561942,1.8239782290619475,2.7212007500170015,-0.12522810796749262,-0.4469786617579743
1380,2.0663134338274816,4.244624174066554,2.092558024500087,4.367660913013636,0.132673306692344,-0.385679800941336
1440,2.011264297372007,3.890265770655625,2.0757796096290537,4.081544361225009,0.07141641036989199,-1.2418170996959326
1470,1.9869470832898157,3.706604683139272,2.0622728226362765,3.8712995552353875,0.06808812568014089,-1.254124769930531
1500,1.966273477873683,3.521234092291487,2.0495593789152657,3.6583898756823974,0.051476974722323376,-1.188486103575027
1590,1.9267352847452093,2.960409529438089,2.0052613369879593,3.0758993110524773,-0.04710858319637756,-0.7848441232401235
1740,2.0631755774559526,3.367545830265305,1.9380002364401223,2.639460883885061,0.14343801439194426,1.2559010760072873
1770,2.139633184830154,3.8344210104808676,2.0045145161709312,3.0621565907150927,0.37872593405973465,2.8083711910496305
1800,2.1555422324762517,3.942964952607641,2.0945921822944995,3.650058434988533,0.21740060705869446,1.9538984693765826
2130,1.904003463502662,2.8365188421225263,1.899913667620038,2.9557607495823373,-0.12113637758418028,-0.185662054812461
2160,1.9262762198409868,3.011876924463783,1.884362518122988,2.9046572889013382,-0.06469510991038874,0.10116153435782849
2190,1.987148129046197,3.423633916772484,1.8887734995282923,2.9681330709902527,0.08170755379035688,0.9051804272899986
2340,2.012782888852299,3.7696871514416657,2.0305974677467367,3.9461235137397006,-0.020099017811704645,-0.5414290108993249
2490,1.9195030701572826,3.217506389686257,1.974350136786701,3.301286873348581,0.07883464320998712,-0.8654912168417077
2550,1.90531847573157,3.0128778136061483,1.9642541922096382,3.031467759351829,0.042344723343957114,-0.6795064942967315
2610,1.9460942300274142,3.0580765665334027,1.9579426987322748,2.8512398118431808,0.036582324197671046,-0.13310805617015475
2730,2.1022316721984966,3.710735489480559,2.092969033225804,3.6302042854054166,0.04994193835971217,0.6350918418475047
2820,2.0637965334633797,3.448793672276385,2.0782051906967474,3.6160162385725805,-0.11462688574755564,-0.24683065153084272
3030,1.952415754336634,2.981737206153097,1.9459675224280464,3.063470920989091,-0.09531120064913345,-0.0760961123247057
3120,2.027750461168813,3.548639554911004,1.9563365342230807,3.233933469581033,0.10065563079929962,1.0630516174079432
3210,2.0388559018278083,3.725798086325568,2.02993124640941,3.786355435849453,-0.025476992841036772,0.18825005880036372
3240,2.0237483585728593,3.665330799004882,2.025751637135723,3.787928102431211,-0.060742157021708376,-0.10872851400419847
3360,1.9560101218525874,3.363959088411307,1.9716273565266205,3.5024837185879485,-0.01759571305904517,-0.4614705872191749
3630,2.0471906837536764,3.670743194006314,2.054916464699779,3.4907134423141475,0.11494985611106046,0.42862434479276956
3720,2.0473837595802653,3.4677469515729005,2.0702660870586906,3.542495152926805,-0.0571554577971507,-0.18285888392265903
3810,2.0178651198228432,3.2257545569526074,2.0315627503462275,3.351205789597904,-0.0905971948662403,-0.20121402629211715
3900,1.9850138428973894,3.066354588534262,1.9879506605065407,3.1679245578631376,-0.08638828770865503,-0.1130645558844634
3990,2.002654768779427,3.249462130510958,1.9673436799956605,3.135319173242206,-0.007570161432540967,0.3691553998374566
4110,2.041389740267613,3.6074494828246944,2.0260583663670912,3.6169879643464586,-0.013161597166574168,0.31451993536769507
90,2.158211387063078,4.831815879528893,2.0908361467672316,5.582415728277425,-0.4464982156245503,-0.1677236287873214
120,2.041448242942806,4.343505514688047,2.0231585107695627,5.308822534858706,-0.5690272011661266,-1.5798203487610039
600,1.939918070268149,2.3643933186392903,2.0437905801373417,2.5326185462308235,-0.3410681065441774,-0.3699439161945435
690,2.140947454130119,3.1461678739555836,1.9584263084821574,2.456649652793639,0.017404409787858288,2.160861736611338
720,2.1973296291303073,3.598126591601252,2.022077859894685,2.98741169333008,0.21287663685442793,3.4302001693007256
930,1.895086084373488,2.784469634633086,1.8953331502341006,3.2323009953912085,-0.33894027915011327,-0.34019985555171317
1020,1.7969427928747388,2.6034789406040657,1.7655379016128898,2.8087701909870653,-0.16737717947187836,-0.27889658458817834
1260,1.9349499030151802,3.14592622927783,2.1465373412358604,2.893524195868023,-0.12031266506517246,-0.6409179405516952
1650,2.0557413765412025,3.316211033257321,2.0175996812883468,3.4183394360199517,-0.1980405618128449,0.08864423714985037
1680,2.086503812477038,3.6111079175523124,2.002462729484202,3.4219885008204267,-0.09319669947097742,0.6593776994088891
1770,2.1464324365769665,4.290656562882983,2.098016353014728,4.292966352587881,0.07946039018577178,0.8288186758410099
1800,2.121466005478277,4.219279144744291,2.1048897047854003,4.400120495922055,0.06297386863163634,-0.25804885382061826
1890,2.0310390366454194,3.868467782882008,2.0804543751777054,4.022669375825397,0.3327627145256047,-1.765445184323024
2010,2.0315516430342364,3.4867073549174776,2.1299125141001922,3.194701649382002,0.019171662109170207,-0.3722855343427014
2280,2.1065967843466487,3.2881446058106825,2.1061553024801554,3.5498104498740504,-0.20307193740530183,-0.15557083712607067
2610,2.0005497296371533,3.484751687789572,1.9750845232788288,3.559763369738361,-0.07922017066312881,0.38867430269485936
2790,1.8782098270630994,3.117788483079275,1.8786417758746687,3.2923160302100314,-0.04279933035494965,-0.3862089016507184
2850,1.8513007358254634,3.060991894800661,1.8531660071280542,3.1428686210648795,0.10566262254355685,-0.6184866019780308
2880,1.8512393450014302,3.100726527043154,1.852526740171673,3.0779034646794927,0.18587765647676902,-0.6336828754761719
3090,1.9644425669756769,3.2388421506819705,1.9992930775622135,3.226702883963767,-0.06633073662772171,-0.04145334385977506
3240,2.048249254656019,3.577229406036711,1.9996519560295238,3.433064054134488,0.016428501470188817,0.8343160090663417
3270,2.053222599750452,3.64786109716891,2.015569547876376,3.584752402145707,-0.007216992288276991,0.6961186094716894
3330,2.0423422008737973,3.6757825348830693,2.0228169164471446,3.736760789379834,-0.08034756519454689,0.23250227512073351
3720,1.9731031962474566,3.874336068406119,1.961123874576816,3.9680293533617146,-0.1009481347835468,-0.03330702376829109
3810,1.9729242089252985,4.00479751487069,1.9433292468675125,3.97674324851393,-0.02782478676229827,0.3003250061336473
3990,1.9348660775014492,3.9853646958914113,1.9450450080069968,4.075923246394732,0.08110985127839587,-0.49999330310693324
4020,1.9217596027804598,3.924895058539309,1.941924318141583,4.006028628098703,0.10610593256799206,-0.6167891896785846
4170,1.8885621359892284,3.564122215504984,1.9443021185261598,3.544464319112425,0.021590420811969935,-0.4145784033803963
4410,1.9437302844461024,3.4746457490378533,1.9286493155285869,3.483058254633642,-0.03885700501991751,0.24513608531121633
0,1.7658586140410308,2.5070655847524543,1.526038136384981,1.9407938177976956,0.36945996491456956,0.9528789711643135
660,1.866367091722572,2.1139231975142048,1.8487146494321374,2.645117932278927,-0.43271667165700123,-0.026913646802150026
