,U0,U0,U1,U1,G_{1/2},G_{1/2}
30,2.520921386392365,3.7064533002682696,2.5092800301167886,3.635438905634154,-0.038348835965710926,0.4222369969617006
1980,1.999368058781826,2.568453051948044,1.9992363359749152,2.7993595136263836,-0.18746278241530634,-0.05072840362588238
120,2.1927230092978256,3.5236549477493337,2.2898670275606516,4.430117341203193,-0.5639320788644175,-1.9963772399029125
3900,1.9981041114744889,3.051034411971425,1.9863787524285592,3.1175867326181352,-0.0785509488799514,0.08617638759935886
1500,2.1167939585504967,3.532273521425189,2.123740040019203,3.8135031739387246,-0.21900321494597552,-0.25874581901645044
1140,2.192989014767063,3.472947171081918,2.0504246158857735,2.9420691024851,0.17272851861464877,2.4569042234360055
2580,2.1456458863282086,4.581429529092566,2.1094490906672236,4.559353625621417,0.01030072562732176,0.9934692509106782
1380,2.0998895199977126,3.154441881813595,2.1258655219776266,3.493774604550877,-0.23207180555457274,-0.5105359865971906
2790,2.0366380039128464,2.755364806901713,2.024079889916023,2.648715677897697,0.018666069996617463,0.3366711409761436
1350,2.2014989097725954,4.412829054636996,2.1981524417892584,4.723028521420679,-0.24412817363456707,-0.35766570369979434
3900,2.0122212904083514,3.692203977593325,2.0110179586245938,3.8409047224140225,-0.11604990992309938,-0.13287259609604263
120,2.2162616798916086,2.5808123764544013,2.1367952040647133,2.5958821648531574,-0.1644521213107928,1.1676068545899305
1830,1.8980587165736162,3.0018801419975656,1.8867259943445867,3.0982059128396333,-0.08341229565582431,0.07137074553854106
3660,2.000041637073849,2.0483255078399933,1.9991646628158766,2.1939038986397246,-0.11215334087241136,0.047190493215630624
1380,1.8493896284492934,3.8959854776480314,1.8283564936183347,3.9266362884062134,-0.024430420099478933,0.12904211449453484
900,1.9973662910762933,2.0120281138306937,1.9928206732436757,2.36474062064442,-0.2763688194046603,0.08578205024775443
210,1.9513520524295282,1.613978477848799,1.7595670115240272,1.5229132260558078,-0.42159802600871665,1.586094803086647
3930,1.9728470032861467,3.7117621466349067,1.9850077007439086,3.8172798891025197,0.05527280686494862,-0.5130576856660554
4140,1.9652102657569057,2.638672525222024,1.962432492452896,2.7046454045350536,-0.06440833364219856,0.04986720359330121
1740,2.0498488452842505,2.0238925532010863,2.0241757564364646,2.154315114052911,-0.15364452765607606,0.3676658383563911
1350,1.5338117157773763,2.686197919036514,1.6265768189391345,2.5823375331821334,0.25528657657462395,-0.9244626060999863
3270,1.9067140746608118,2.2399032031944355,1.9371833526439746,2.1783122616905795,-0.024048893715960862,-0.07897408772837977
1620,1.938016364385996,3.7992753233937577,2.2924036098775695,3.1402998653499665,0.06293575590515088,-1.2875557142358325
2820,2.2721925280442745,3.294129129686593,2.0845305402886476,2.3726941756413997,0.1516830650318255,1.7146206527439247
930,1.8038496942787994,5.278722801661468,2.078417327024957,4.712351178493527,0.48638095627493794,-1.1534097145742308
2070,2.0756198759624103,3.6081921230593963,2.0713921115423086,3.806521982634965,-0.1426198065926294,-0.05171891077267787
4620,2.0834543244469867,3.9587182568841928,2.082954924834489,4.110054300665436,-0.11226400064842146,-0.1735642169341567
3420,1.8944047540057962,4.014049639223272,1.8941323436890103,4.165142839004291,-0.11606172598227449,-0.21941977767705367
4140,2.014015923169091,2.5103056186663313,2.0129732284630535,2.644209373119511,-0.10662194607912223,-0.0050911402405660056
3780,1.9684979483168892,3.5502625235449607,1.935759259930549,3.5064929312844058,-0.02954505945267849,0.1808908486331937
270,1.7485571942633311,1.9186520530617128,1.7077531819833571,2.492030167011796,-0.4969769861138027,-0.08571879396969351
570,2.1108809569809845,3.091644396058163,2.1088054609248164,3.7244181565432926,-0.49408353712802144,-0.40668412356758665
2580,2.1402988026915275,2.270130258637031,2.028675333976233,1.8388034311988033,0.016362381324980024,0.8917223120792421
1020,2.0894535721267427,4.825603609529456,1.8868072806674616,3.779988560941202,0.520895113819742,3.0678875379740305
3570,2.0003850943025516,3.5367600558046686,1.985935549749315,3.1813097687360123,0.19523069525164383,0.4583452783398769
1560,2.2046892875600608,2.9565814587025936,2.2041209408021696,3.140818125734962,-0.1692136082062352,0.11989822551940676
3540,2.0140070881245964,2.922752470546812,1.9818848956371988,2.9223921249581615,-0.06806928426169945,0.3756604379102626
3990,2.0884486395421087,3.20918362094209,2.1156703941617154,3.265611870436604,-0.020479590782815915,-0.3202950739331918
1680,2.032965044282411,4.188262290661848,2.031965948231953,4.530570904351497,-0.19127962011679145,-0.6378121831749439
420,1.9486984972769166,0.1801839358351166,1.8673682303970018,0.03278831165898478,-0.15893105269223778,1.013459373242572
660,2.2002354980305943,1.9405080418695033,2.0644401811903235,1.6934589552479111,-0.17563314742722458,1.369014303990813
2850,2.054862849627216,2.972407514738959,2.0132023706517317,2.8468353746195585,-0.024009393126517065,0.6890485690207413
1860,2.1064768187401284,2.7398544913950085,2.111481637844425,2.8892532055035245,-0.11759299196483708,-0.06263201107699601
1680,1.960192701943732,3.4101537565292483,1.9396669066424845,3.5152654167011876,-0.07763278157099052,0.026716252916084926
3780,2.092008374494204,2.536270979371168,2.0390246285674385,2.4122017045539894,-0.00015739561865357743,0.7744848316063511
600,1.6953365159654372,1.9861042035599574,1.753416716390409,2.042106089738732,0.061867031323516786,-0.8660735917361038
4200,2.0281932074571993,3.015214864419976,1.9315507075270468,2.48232428365095,0.17277413847059142,1.2936883078696972
90,1.636420623868552,2.0992939445175822,1.631611403030232,2.141568072727587,-0.019957379187426127,-0.03205444990308948
990,1.5300462718985615,1.687373525085716,1.87840022961393,0.7910673914701366,0.4069761600911689,-2.1528227773002637
1860,1.9476788348120764,1.1865345796955633,1.9480087212883266,1.4598619716343015,-0.20886765054806555,0.19950985286580902
3870,1.965706340204254,2.3947771235301096,1.9510531392565555,2.4601778128808633,-0.0807792293305325,0.16800015035109794
3090,2.065613040577149,1.507005252052444,2.0626674537319944,1.6570611580074344,-0.11737353723540345,0.14443441785502387
2220,2.043426544238571,2.6494831009829607,2.034786073803083,2.8741416676283684,-0.18045774070047838,0.09838474865593838
2040,2.091332156751959,2.664344620630566,2.0363914145595543,2.6287879947742474,-0.001615666337878352,1.1881412268452927
1470,2.053344963022053,3.6355507209231295,1.9768723665741552,3.5428987821284132,-0.18480986805730115,0.32193729190387543
2910,1.7878475090847321,1.9990044827289304,1.787741444303105,2.148214871491268,-0.11291749867667189,0.006787428019688235
2310,2.1492018028494178,2.7084986460422127,2.1457727402858198,2.8912504781708326,-0.1454469622544332,0.029304171115224875
240,2.2243147712667226,1.8524569639626958,2.194048563848416,1.8150853603414498,-0.11781960716535167,0.72309015393175
2910,2.328152094729638,4.594945055415673,2.259516715335277,4.338173070274383,0.21046330683449277,2.2187519384190892
2820,2.0326785006186263,2.8662455424172517,2.0086198203463805,2.758821808301902,-0.05626649689912888,0.45138136901292825
3120,1.9862641109048562,3.7942201009229524,1.978055437632964,3.8925422854231146,-0.06821182531916126,0.02204797282260884
1170,1.8446311980099956,3.4473152236538356,1.8026148133698952,3.424564517592229,-0.05647364870284344,0.42597838376050134
3630,2.069867577115472,3.249979507307458,2.07045830693466,3.3737594199214316,-0.09066457645438764,-0.07050943526415665
1260,1.8461096172849727,2.8361458348887854,1.8248006553453724,3.0742540614008487,-0.23887089397051708,-0.052205637116173875
630,2.036534303921519,0.7167641244030838,2.0318284963645143,1.253759842096156,-0.42698141378669674,0.5645079096761876
2700,1.8942475703774833,2.0872021063481196,1.8961391548415918,2.2201896478830054,-0.0992161870546564,-0.013192212028940276
1290,1.994568731592957,3.0985027226190893,1.8007656884920111,2.162539542295304,0.008262209743006288,0.8052220036233457
1080,1.8004591768019347,2.5848723941702882,1.7740478356508527,2.6018369011807274,0.721492329105121,-2.1533482218901945
4110,2.0050715057422734,2.755607063528604,2.0110810276822755,2.7644910987137408,-0.06929143572228824,0.028661374239348447
4020,2.013845292416565,2.934410741740483,1.967351630019713,2.806381740175766,0.024674894689871607,0.7141096743996727
3420,1.970155185994061,3.9983551981815126,1.9695475550648185,4.159479513075723,-0.005812313554695692,-0.42576671956546974
3870,1.785479954532146,2.9617600184952533,1.8138606952742604,3.01367519452915,-0.029777810160966922,-0.24615177540536237
3360,1.979571854771826,2.2850838420456503,2.0266582568101947,2.0596846344972968,0.12275578153069322,-0.35541011256211164
2670,2.071081683589551,3.416889491582754,2.0568390710850744,2.9420922491337667,0.07939156665058622,1.1146645828939405
2040,2.3814258022700896,3.9947985427291712,2.2254358544171082,3.2022965393535316,0.4416083555783086,3.5717657169466293
4410,2.004005030639631,3.819973821808415,2.0194215868558074,3.9135699987787564,0.004883767047988652,-0.3885849885166053
1980,2.0438689201104934,1.3938094838712245,2.051924834436855,1.5127937502647737,-0.10062564096531279,0.06708853225504896
1440,2.130452873938312,1.9767571247399502,2.113642160277805,2.148653545916874,-0.1735470659132754,0.30352739777476145
450,2.1098996281251203,2.4769417004980734,1.8296773966594757,1.8061704862896033,-0.406025820622947,1.4946020989753421
3330,2.1246683158544197,3.4482287225774257,2.1244669692158626,3.6150734131054314,-0.13159007743383722,-0.09499103037025591
2040,1.8842078027670883,2.483314811419144,1.881530593263201,2.5736320713660557,-0.019784798381255353,-0.292325215270413
2370,2.0561015237102023,3.100666102037531,2.044339159129053,3.241349767369069,-0.1285285002177674,0.08765064922807042
2910,1.9530384437732176,1.919181163599124,1.9536165564038577,2.0667841962888818,-0.11091317206370954,0.034392201208195416
3780,2.122341219030949,4.9184735635948345,2.054163855327809,4.622486456553304,0.11038838582457178,1.354905644264221
510,2.1610625088797533,2.2715325345684194,2.1480219096289055,2.702487114676119,-0.3435271836155036,0.19810223387148795
1260,1.872428450545358,3.1385176890979696,1.8285396291816256,3.304786756056028,-0.24751661398967606,-0.030194314006202205
3060,2.1323457119052858,1.8807663754328177,2.151320111501684,1.9743668037590163,-0.11919456708196674,0.04861963075956055
870,2.0059907550195155,2.8831397188030174,2.0048503391376538,3.1276240895930307,-0.1739304371013639,-0.10938069865163413
2610,2.1207573860065874,2.731975613780945,2.1170747954279014,2.9355894053946416,-0.1578824019337408,0.03421887982830896
2160,1.9620415759508139,2.768396787087739,1.8933661727277382,2.5078828265194324,0.1758981394258452,0.20488979245854466
3480,1.9983047431150511,3.167750574188778,2.0656580774741116,3.1111216319037944,-0.019997025453001527,-0.2829273512498709
600,2.002960889569644,1.659179091184608,2.0295507814378575,1.961080769844048,-0.24288174610183466,-0.10403220306466565
2160,2.0775576219098637,3.4238862973316793,2.0816429666533227,3.651386872986286,-0.17231215264478905,-0.210943642568715
1080,1.983109886514826,3.180552458075409,1.9843412741661486,3.5572342087416953,-0.2877485146295964,-0.33685116857513364
1050,2.044268725553864,3.135032171040083,2.2273295328778264,3.152062801409967,-0.3869146921915174,-0.3715667123105142
660,1.9669053055350034,3.4579195916199232,1.90577557341055,3.285404372294387,0.01040101889201539,0.8480913734842126
60,2.270386152574549,3.162107012039362,2.259003223493509,3.0429869546581916,0.05981027442078224,0.2575494427332181
630,2.071071436400038,3.978383208518809,2.1157132688427875,3.7232469513949926,0.3208332294871572,-0.4070630961148609
4410,2.0339305242543744,3.4391597244210814,2.0369675748942635,3.5635108087088585,-0.09494629148613765,-0.10973968873287632
1740,1.9546359264401578,3.5136506084497463,1.9247449669541934,3.5047715048146735,0.021847557828464037,0.02721127932278833
4470,2.063184394425569,5.174543151635856,2.0439138069103495,5.195007831351589,-0.048801064504989,0.18546753156923756
180,2.0621637719425716,3.6374819641568714,2.0586454025546246,4.547273526638542,-0.6729610554757981,-1.1940622663108869
2970,2.1059436816178274,2.0084152500044024,2.0341557173344906,1.8255716397118367,0.019339517925866634,1.0630659576935386
3450,1.9757611116436349,2.9048852896755086,2.0160276398486086,2.8638162122559416,-0.03476172451590198,-0.19099947767665526
2820,1.8794178680531648,2.8870568170498436,1.8800012002373265,3.0247324125677792,-0.0980131266737847,-0.10390041219576318
1050,2.042710888215633,1.8254120022419809,2.0414166311176403,2.207705035910829,-0.2682754459478871,0.05669892576052504
3330,2.035734603993934,2.668035301131389,2.056367815788533,2.46986692814054,0.029280959421525754,0.35518320520959534
1080,1.8840685142655902,3.2637027948696855,1.8721857104994504,3.5385400074306754,-0.23002101678129883,-0.13654583638887274
2640,2.058734391468312,2.4258292566540076,2.0810508038992253,2.5834748426750678,-0.15161859448927517,-0.08320126319014065
3450,1.9750707794216975,2.2263569768530096,1.9413687618467266,2.2050679748256843,-0.04873115064750788,0.3959106701846906
1170,2.3697299245987287,3.1585878236328644,2.3272053412903566,3.1146719329574513,-0.07406425778443149,0.671046346124136
3360,1.8838226175622488,2.2269781079728843,1.893098288762891,2.3114753596830946,0.18270221204697146,-0.8489005217832251
840,2.084979195215999,2.379591461807187,2.065385499549832,2.534067777074236,-0.15459789143184421,0.23067909605841663
390,1.9330692615765388,3.6960840194738753,1.8831406469623582,2.690907365831093,0.9322377738256633,0.24306599732489076
3510,1.9526436847328357,2.590330157577452,1.9523347325925984,2.75559272320346,-0.12516325055685584,-0.04251588464447309
1620,2.0144558819827636,2.5500829777357716,2.018668497561678,2.8576087495892444,-0.23099450871301963,-0.1268726372026734
3240,1.9350736800431905,2.644628009600755,1.9775554061973464,2.3655396243493962,0.23650545640761322,-0.5333465292052253
3120,2.0303085518031527,3.542245177986402,1.9650449400777488,3.3371709531242164,0.03968649882161346,1.0037123915587394
2190,1.908953823931382,1.8469194908811255,1.9171486836293246,1.9943824549216709,-0.10033652731513976,-0.04162602842119867
2160,2.1625203639673076,3.1781519007126464,2.1326408077562498,3.229385026017875,-0.08519351529135832,0.46215992824497576
1530,2.0464167806779403,2.2761240760437267,2.0566649149341436,2.3914296052975064,-0.14438076255969223,0.06917637872362903
1320,2.1836856729115524,3.367762443862393,2.1991262706120636,3.7629176174159262,-0.29345764825187803,-0.413110953568534
1710,2.1347973863262,3.315046630168825,2.1340882722790617,3.562960376768423,-0.19051046439127228,-0.14587562001466026
4260,2.092874271724225,3.5207294915573826,2.092525751772693,3.6793263691334204,-0.12190101938497255,-0.1181529065756024
3300,1.9524657262440777,3.9589835956525485,2.1095802539371475,3.733272611042201,0.05582239698407809,-0.6824490400175236
1410,2.392708245814253,4.031206463746229,2.3681010205404944,4.159242627173042,-0.13503093444551428,0.36957432863385975
330,1.9806616091147877,1.424485487357031,2.00971844439935,0.9408842289905064,0.029737299252275085,0.1882941577290218
600,1.936481790961401,3.7464505482011576,1.9140621774042978,4.19560627272113,-0.3613757226146399,-0.3363275428498653
3810,1.9951547231132514,2.5082269330112212,2.0055888833210953,2.4955708021149854,0.005739798422824016,-0.09329178188535536
60,1.908992325521467,3.7700185312974046,2.0055428332909213,3.9327622770381208,0.14937446285449152,-1.407562536866596
1530,1.9556814249481798,2.903492878210708,1.9488360891845635,3.210975526446984,-0.2461185424516441,-0.10074658225772382
4410,2.1754393366553795,4.068631095306405,2.162048654635247,4.150128395198093,-0.07122504216783732,0.20170127505914692
90,2.2107987548947907,4.495581990498306,2.1226439624702436,4.786688996581453,-0.36002900301531326,0.7149133892470587
4620,1.7620116191550896,3.493346640908895,1.7584712176571977,3.592681527337806,-0.08674815504195843,-0.10734723707436444
2640,2.1422817947626043,3.248347925856426,2.102804364086557,3.2428806968862958,-0.025300577818161862,0.8311309065127617
3330,2.2822729464429283,3.95710739029068,2.28913851927077,3.966842240369834,-0.04720188248005375,0.021971918176035388
2670,2.0812658406723585,1.418867411086649,2.0828040656608997,1.5839003344837446,-0.12318159017661712,0.10256931114539825
2910,1.9119864744652149,2.259086076968811,1.9698670697797287,2.1927712150204814,0.02671539212903795,-0.44899909828886564
300,1.938817174919766,1.8536963183751862,1.9745941935027265,2.0020485909989403,-0.09707399817432738,-0.26938633708797255
840,2.0618416049085053,4.416394381056127,1.9895166756092153,4.433382746894085,0.03818844459365689,1.5815159867263766
1110,1.8729102390660088,3.2921934281530754,1.7156663766642137,2.5145363217188046,0.6462853071313943,-0.3937169310518307
3630,1.8134017137002898,1.9629058301115752,1.8518723466271496,1.9272553753243646,0.567370890093639,-2.1584850324962623
2550,2.041081690527714,4.011340087399463,1.9248856470618574,3.512935722394636,0.09135799428628033,1.379132395796134
3210,1.9923768744148511,3.2046934048385873,2.008090716527661,3.2618121316980644,0.16818076180101027,-0.6958071380485329
510,2.386353763498033,3.5470249674343344,2.324517102414824,3.6234387601429994,-0.12435040510683626,1.219790265283315
3900,1.9673275381944926,2.1861683298270465,2.000210870730558,2.136396716055407,0.2014508411457694,-0.8094374160652116
2820,1.7649112062256789,3.2442404640520155,1.7422755966133885,3.2672671993853166,-0.023648870969743996,-0.1082178048257525
2130,1.8010050487352374,2.350950167383958,1.800761265823239,2.529817265325837,-0.13635650145314582,-0.04503306292394882
630,2.263485915286112,3.798361715131226,2.22640597578419,3.855653149000511,-0.0976053137803663,0.6099287652662042
3750,1.963440237822405,2.714007057234892,1.9387763728233112,2.6222797242411753,0.034731122846892504,0.12089015443256201
3480,1.978766234697921,2.311530436342902,1.9435307153686736,2.2768215569607015,-0.027877851707649448,0.4524212223587014
1770,1.9841673804864581,3.6574738408075045,1.8671583715111542,3.163025812370609,0.5881304221316261,0.7614432951467194
3330,2.0469689720881363,5.376630764936279,2.0662355227267755,5.458646338714956,0.020881991734086114,-0.4549008878113483
330,1.7348291584445459,2.3135829333293843,1.6980781532085936,2.0828103595178535,0.08900282650580005,-0.449148149236386
1770,1.932661088665549,3.11522200362521,1.874977971533081,2.952122549441228,-0.04122758783581304,0.7353689942376498
3150,1.9083679274675422,1.7130681991579757,1.8546113345349866,1.611975070864725,-0.06327201614515787,0.44292013922229856
930,1.7572128340569464,1.5181949334710543,1.7458143184526294,1.6955807382964314,-0.16940906699024239,0.21294471562951856
3270,1.8125705223325423,2.652469973905352,1.8116858414419814,2.771098945782695,-0.09226216269946708,-0.04088975113518245
2850,1.8567310767450314,2.7659057139141954,1.842720248611962,2.864540249825276,-0.08819363254872847,0.15427137662797463
3330,2.047126432612211,3.2291312956518143,2.0437632957639478,3.359704139496294,-0.1042600041456252,-0.01265175156697751
600,2.3476101447134523,2.5862057038348354,2.3482982283980958,2.8034264671105285,-0.1949994179370771,0.2007389907084658
510,2.1257168865183633,3.141493774175282,2.22534281142744,3.533820021035583,-0.4179169245645684,-0.6924940338547643
930,1.9797210013978117,2.9579279936761464,1.988787276182852,3.2181544602385075,-0.16879445419538852,-0.29576831720784824
2010,1.7986761243345406,2.8831417516181332,1.9100715754472877,2.7852327545680935,0.40178061142243626,-1.823889339810684
2310,1.9362294797987152,2.5083439879334755,1.9373346413604549,2.6709378681340663,-0.06998251769275754,-0.28216853959221666
2790,1.9521545478726072,3.6221314453726805,1.9234807866013945,3.565757098393499,0.20386763987314582,-0.18269806225883656
2190,1.9687492391053079,1.459231595258342,1.8073610635526078,0.8113522794902862,-0.057354026780176426,0.48068406252217954
1680,1.9931676560121017,1.5260274642156375,1.9946154364519302,1.6170020415185058,-0.06392787174863357,0.033903355135812774
2160,1.9407157095842724,2.7639888621641813,1.9367379462796543,2.970837742683349,-0.15991310452047625,-0.048428335749015616
2220,2.490851913359167,5.193036504400169,2.473871472146514,5.265052156430258,-0.07411821698877574,0.27256301031188457
2310,2.3334121280720046,4.265697237909406,2.3254974896748997,4.40687341613354,-0.12133321019614751,-0.00703730327678187
3780,1.9900010355977011,1.7716952353211668,1.9759072903237795,1.853863452518844,-0.10422924451649873,0.14623087944393376
420,1.632953976981212,1.0708324531824267,1.7827891917658816,0.8285770994046215,0.08059766173501903,-0.9361214248254441
1740,1.9970350668848675,2.403996516891106,2.007767365603855,2.4524148991411923,-0.06432347997491039,-0.0473871105807433
1170,2.150368809950578,2.29841332421381,2.219697388780354,2.295969733885324,0.05635975826601802,-0.812508531968394
3690,2.0265644541868726,3.5789014163350874,2.014322796463749,3.678862030603332,-0.10806557196030964,0.013952948315424152
2760,2.0226843301638886,1.3305722659447536,2.023600076827025,1.4878698294470736,-0.11803435742790014,0.11110828506282999
1410,2.0553740561438993,5.1285759453841635,2.0356181103237416,5.222728825004411,-0.08436396134670598,0.13801150124432837
990,2.0752600353644963,3.842876537123661,2.075173855075599,4.138550646575354,-0.22084962542252828,-0.30105582829369837
1560,2.0793023096534746,3.632273876222747,2.041551783116843,3.7697526757775615,-0.09976401243141231,0.8099825525204274
1020,1.8920985748691272,2.649063633724767,1.9043908701218955,2.879823152672563,-0.13494909359128382,-0.301317033241272
900,2.1599036376506144,3.852301831731516,2.2264622735402675,4.14763435119789,-0.16083700458110517,-1.0116548367535145
3270,2.032187422363692,4.464420235015099,2.208363316079763,3.555922574270477,0.24901030196011442,1.2571522102832553
2160,1.8671314901613674,3.8424771628514542,1.9070850144474172,3.9422823412118855,0.5406436483237105,-1.937044521927458
3600,2.134509566304747,4.082105520304389,2.111631693013732,4.1367418279917825,-0.06841727963011301,0.34088256714581533
180,1.9497468089956458,1.276499753719883,2.0540069759443753,1.0858623062244257,0.2031540037038717,-1.2490735417647905
1740,2.12712782562791,2.1348357133020843,2.139714264033175,2.413503546694133,-0.22606302872200024,-0.015683698221696574
1260,1.8612513956603902,3.9469041042935005,1.8114478715109545,3.8768010180302994,-0.01883892244908214,0.65273757318392
870,2.0141460550899506,3.554514136520403,2.010402023233803,4.123198990138029,-0.43043627389168426,-0.641690800954489
3390,2.0260086819003433,1.9947857022627098,1.9850219541113874,1.923651359590373,-0.0006517611068728169,0.6622745586993375
1050,1.916960387491907,3.7365728640118734,1.8302904605993058,2.935198753373608,1.2280149129085016,-1.0086832442568756
1080,1.7593319234416158,2.42436216530826,1.9701634847768226,2.217195223912004,0.09133899435572612,-1.3780166646719039
660,2.002501546770926,2.8950308069842823,1.995044980243275,2.8950565592340727,-0.06016851376899446,0.2044010291021756
1710,2.3257135823678916,4.302693728066248,2.3177072021873437,4.590866301262934,-0.2268973719380556,-0.1237084913317048
3390,1.9839079528357453,3.580773149125797,2.0525972126290166,3.5805560300400376,0.09140939588798336,-0.7841339565506829
1500,1.9904518685973533,2.4099297090353433,1.930116212658334,2.333048986216496,-0.09640367866786592,0.5299679604255516
1650,2.001285893549224,1.3497054924068843,2.0179311539068725,1.4846537050547677,-0.08549700137445004,-0.0891511531243836
1140,2.3105734574199306,4.864886030622667,2.080386558320432,3.71332443588833,0.6091453613213007,5.319862599685862
2550,2.1254209965212048,2.89510208628904,2.054175134446089,2.6521898921665024,0.11367359330416393,1.2376788822388214
3210,1.9804879882973436,2.4213216225723024,1.988393152693428,2.558724923189759,0.042685269189920216,-0.5362092917832548
4320,1.9777629648682873,2.9449251213124725,1.9573335457061476,2.9379292625482303,-0.0317969975893857,0.12831773379598133
870,1.9062192850327304,4.6669356406233,1.9026988921066046,5.134871842170767,0.04932544729451749,-1.6248581311424246
240,2.381449011925173,5.002457475385569,2.552122069275471,4.64500315336306,0.22649318523916495,-0.13656182099116165
3810,1.9034202201283212,1.9348253888624651,1.9364695863456256,1.9207102144384536,-0.01727325114853495,-0.18466074669733246
210,2.0606258060795546,3.9899686713071527,2.204656535846345,2.748334283109655,0.5458818981812823,0.43313855311250293
2010,2.0607093707387745,2.092180251257515,2.064964354718916,2.3588881706099705,-0.19463464776885298,-0.021397238650227024
1800,1.9500191467081394,1.7344549951277626,1.949094932115077,2.0247761823640755,-0.22465638763268037,0.09926357476989978
120,1.9461793770895488,2.577566793548986,1.9875158594162785,2.401283665005484,0.1608305625073867,-0.3147619068230938
2610,1.9902883934191693,2.867113050981171,2.146971174549642,2.54033170848374,0.19700266118736875,-1.0881814746750536
570,2.1998672549021148,3.7319261843165052,2.2982835961268715,3.7534403911661074,0.05011796826897186,-1.0390159259958267
1650,2.059305677064149,2.8471223755902972,1.9597950770031287,2.5636266825209018,0.059126930370112074,1.5514546702099778
2250,2.015259956335509,2.604098062427118,2.015777288256713,2.835472932615156,-0.1808523020567132,-0.062401172353236944
2100,2.020317809919241,2.675236465543728,2.008103536451309,2.8701560588704704,-0.19721245636298468,0.026264860094297404
3540,1.9299308428647723,3.0777947066316442,1.9314436719987196,3.250959588362724,-0.07721174543543485,-0.27595758137657356
2730,2.000443302978937,2.3913434225097476,2.005414903994978,2.55894849368443,-0.11435638827060002,-0.08480223603512727
240,2.2443885602933817,3.35832287911556,2.2275799625574404,3.4119000216834374,-0.046263963265855246,0.06656951564013269
600,2.006226941719005,5.377698653479608,2.063470209857766,5.321129174446404,0.21634357015254047,-0.5402375130909647
1050,1.9387155688037543,3.3710831667267858,2.028920248291415,3.3395447492094483,-0.1027263210141851,-0.5065014122992793
1920,2.060026946318352,4.409835698534297,2.0656679679358603,4.590086865453812,-0.1270201669312092,-0.3340849703215767
3660,1.9895613341094025,3.6539187291673842,1.9656243181581061,3.5769891031714445,0.09502067078380128,0.33884466846347294
2460,2.0365419443356787,4.11820624486722,1.9919944234684412,4.031821109341407,0.0021669554435836957,0.757872545645462
1980,2.009681790530432,3.23810185040953,2.0255272766649983,3.487886103915338,-0.16549583137747081,-0.37645307723724386
1230,2.176743207356721,4.688222930575727,1.9715924147549615,3.5108217530432135,0.7830073793940153,5.463127791511205
1800,2.0188327460999327,3.1939563171026952,1.9701723071061157,3.012205542723568,-0.016438508274900343,0.8629523934341101
1020,1.8475979351939444,1.6149994363231635,1.8337639629060583,1.827892548394348,-0.1902908962894192,0.23277500471901647
4170,2.0004422651372518,2.652041846066213,2.0200049288169875,2.552353683421844,-0.011892229947419342,0.02146914442835879
